Company Names,Cars Names,Engines,CC/Battery Capacity (cc),HorsePower (hp),Total Speed (km/h),Performance 0-100 (sec),Cars Prices (USD),Fuel Types,Seats,Torque (Nm)
PORSCHE,CAYENNE PLATINUM EDITION,3.0L TURBOCHARGED V6,2995.0,335.0,245.0,5.8,79000.0,PETROL,5,450.0
PORSCHE,CAYENNE TURBO S E-HYBRID COUPE,4.0L TWIN-TURBO V8 + ELECTRIC MOTOR,3996.0,670.0,295.0,3.6,167800.0,HYBRID,4,900.0
PORSCHE,CAYENNE GTS COUPE,4.0L TWIN-TURBO V8,3996.0,453.0,270.0,4.5,111200.0,PETROL,4,620.0
PORSCHE,CAYENNE DIESEL (REGIONAL MARKETS),3.0L TURBO DIESEL V6,2967.0,262.0,221.0,7.3,69000.0,DIESEL,5,580.0
PORSCHE,CAYENNE S HYBRID,3.0L V6 + ELECTRIC MOTOR,2995.0,380.0,242.0,6.5,85500.0,HYBRID,5,580.0
PORSCHE,CAYENNE COUPE TURBO E-HYBRID,4.0L TWIN-TURBO V8 + ELECTRIC MOTOR,3996.0,728.0,295.0,3.6,182900.0,HYBRID,4,950.0
PORSCHE,TAYCAN BASE,DUAL ELECTRIC MOTORS,79.2,321.0,230.0,5.4,86700.0,ELECTRIC,4,345.0
CADILLAC,CT4,2.0L TURBO INLINE-4 GASOLINE,2000.0,237.0,250.0,6.0,34395.0,PETROL,5,350.0
CADILLAC,CT4-V,2.7L TURBO INLINE-4 GASOLINE,2700.0,325.0,260.0,4.9,46595.0,PETROL,5,500.0
CADILLAC,CT5,2.0L TURBO INLINE-4 GASOLINE,2000.0,237.0,240.0,6.6,38195.0,PETROL,5,350.0
CADILLAC,CT5-V,3.0L TWIN-TURBO V6 GASOLINE,3000.0,360.0,250.0,4.6,50995.0,PETROL,5,550.0
PORSCHE,TAYCAN CROSS TURISMO 4,DUAL ELECTRIC MOTORS,93.4,375.0,240.0,5.1,94800.0,ELECTRIC,4,500.0
PORSCHE,TAYCAN CROSS TURISMO GTS,DUAL ELECTRIC MOTORS,93.4,590.0,250.0,3.8,139400.0,ELECTRIC,4,620.0
PORSCHE,TAYCAN SPORT TURISMO BASE,DUAL ELECTRIC MOTORS,79.2,375.0,230.0,5.4,90500.0,ELECTRIC,4,500.0
PORSCHE,TAYCAN SPORT TURISMO GTS,DUAL ELECTRIC MOTORS,93.4,590.0,250.0,3.7,136700.0,ELECTRIC,4,620.0
PORSCHE,TAYCAN TURBO S CROSS TURISMO,DUAL ELECTRIC MOTORS,93.4,750.0,260.0,2.9,190000.0,ELECTRIC,4,1050.0
PORSCHE,911 CARRERA BASE,3.0L TWIN-TURBO FLAT-6,2981.0,379.0,293.0,4.2,106100.0,PETROL,4,450.0
PORSCHE,911 CARRERA S CABRIOLET,3.0L TWIN-TURBO FLAT-6,2981.0,443.0,304.0,3.9,129900.0,PETROL,4,530.0
PORSCHE,911 CARRERA 4,3.0L TWIN-TURBO FLAT-6,2981.0,379.0,293.0,4.4,113300.0,PETROL,4,450.0
PORSCHE,911 CARRERA 4 GTS,3.0L TWIN-TURBO FLAT-6,2981.0,473.0,311.0,3.3,137000.0,PETROL,4,570.0
PORSCHE,911 TARGA 4 GTS,3.0L TWIN-TURBO FLAT-6,2981.0,473.0,307.0,3.5,157300.0,PETROL,4,570.0
PORSCHE,911 TURBO CABRIOLET,3.8L TWIN-TURBO FLAT-6,3745.0,572.0,320.0,2.9,184100.0,PETROL,4,750.0
PORSCHE,911 TURBO S COUPE,3.8L TWIN-TURBO FLAT-6,3745.0,640.0,330.0,2.7,207000.0,PETROL,4,800.0
PORSCHE,911 GT3 TOURING,4.0L NATURALLY ASPIRATED FLAT-6,3996.0,502.0,318.0,3.9,170000.0,PETROL,2,470.0
PORSCHE,911 GT3 RS CLUBSPORT,4.0L NATURALLY ASPIRATED FLAT-6,3996.0,525.0,296.0,3.2,223800.0,PETROL,2,465.0
PORSCHE,911 DAKAR LIMITED EDITION,3.0L TWIN-TURBO FLAT-6,2981.0,473.0,240.0,3.4,222000.0,PETROL,4,570.0
PORSCHE,911 CARRERA GTS LIGHTWEIGHT,3.0L TWIN-TURBO FLAT-6,2981.0,473.0,311.0,3.2,145300.0,PETROL,4,570.0
PORSCHE,911 TARGA 4 LIGHTWEIGHT,3.0L TWIN-TURBO FLAT-6,2981.0,379.0,289.0,4.3,135500.0,PETROL,4,450.0
PORSCHE,911 TURBO EXCLUSIVE SERIES,3.8L TWIN-TURBO FLAT-6,3745.0,607.0,330.0,2.9,258000.0,PETROL,4,750.0
PORSCHE,911 GT2 RS,3.8L TWIN-TURBO FLAT-6,3745.0,700.0,340.0,2.8,293200.0,PETROL,2,750.0
PORSCHE,911 GT3 CUP,4.0L NATURALLY ASPIRATED FLAT-6,3996.0,510.0,290.0,3.4,245000.0,PETROL,1,470.0
PORSCHE,911 GT4 RS,4.0L NATURALLY ASPIRATED FLAT-6,3996.0,500.0,315.0,3.4,222000.0,PETROL,2,450.0
PORSCHE,911 RSR (MOTORSPORT EDITION),4.2L NATURALLY ASPIRATED FLAT-6,4194.0,515.0,296.0,3.1,750000.0,PETROL,1,480.0
PORSCHE,911 SPORT TURISMO,3.0L TWIN-TURBO FLAT-6,2981.0,379.0,293.0,4.4,116000.0,PETROL,4,450.0
PORSCHE,911 TURBO CABRIOLET LIGHTWEIGHT,3.8L TWIN-TURBO FLAT-6,3745.0,572.0,318.0,3.0,191300.0,PETROL,4,750.0
PORSCHE,911 DAKAR SPORT,3.0L TWIN-TURBO FLAT-6,2981.0,473.0,240.0,3.5,233000.0,PETROL,4,570.0
TATA MOTORS,TIAGO,1.2L REVOTRON 3-CYLINDER PETROL,1199.0,86.0,170.0,13.0,8200.0,PETROL,5,113.0
TATA MOTORS,TIAGO EV,PERMANENT MAGNET SYNCHRONOUS,24.0,74.0,120.0,5.7,11000.0,ELECTRIC,5,114.0
TATA MOTORS,ALTROZ,1.2L REVOTRON PETROL / 1.5L DIESEL,1199.0,86.0,170.0,12.0,10400.0,PETROL/DIESEL,5,113.0
TATA MOTORS,ALTROZ DCA,1.2L REVOTRON 3-CYLINDER PETROL,1199.0,86.0,170.0,12.5,11300.0,PETROL,5,113.0
TATA MOTORS,ALTROZ ITURBO,1.2L TURBOCHARGED PETROL,1199.0,110.0,180.0,10.0,12000.0,PETROL,5,140.0
TATA MOTORS,ALTROZ CNG,1.2L REVOTRON BI-FUEL,1199.0,86.0,165.0,12.0,11800.0,CNG/PETROL,5,113.0
TATA MOTORS,TIAGO NRG,1.2L REVOTRON 3-CYLINDER PETROL,1199.0,86.0,170.0,13.5,9200.0,PETROL,5,113.0
TATA MOTORS,NANO GENX,624CC MPFI,624.0,37.0,105.0,29.0,4000.0,PETROL,4,51.0
TATA MOTORS,INDICA EV2,1.4L CR4 DIESEL,1396.0,70.0,155.0,16.0,6200.0,DIESEL,5,140.0
TATA MOTORS,INDICA V2 XETA,1.2L MPFI PETROL,1193.0,65.0,140.0,16.0,5000.0,PETROL,5,100.0
TATA MOTORS,TIGOR,1.2L REVOTRON 3-CYLINDER PETROL,1199.0,86.0,170.0,13.0,9400.0,PETROL,5,113.0
TATA MOTORS,TIGOR EV,PERMANENT MAGNET SYNCHRONOUS,26.0,74.0,120.0,5.7,14500.0,ELECTRIC,5,114.0
TATA MOTORS,ZEST,1.3L QUADRAJET DIESEL / 1.2L REVOTRON PETROL,1248.0,75.0,165.0,15.0,8700.0,DIESEL/PETROL,5,190.0
TATA MOTORS,INDIGO ECS,1.4L CR4 DIESEL,1396.0,70.0,155.0,16.5,6500.0,DIESEL,5,140.0
CADILLAC,ESCALADE,6.2L V8 GASOLINE,6200.0,420.0,210.0,6.8,79295.0,PETROL,7,624.0
TATA MOTORS,INDIGO MARINA,1.4L CR4 DIESEL / 1.4L PETROL,1396.0,70.0,150.0,17.0,8300.0,DIESEL/PETROL,5,135.0
TATA MOTORS,MANZA,1.3L QUADRAJET DIESEL / 1.4L PETROL,1248.0,75.0,160.0,14.0,9000.0,DIESEL/PETROL,5,200.0
TATA MOTORS,INDIGO LX,1.4L CR4 DIESEL,1396.0,70.0,150.0,17.0,7000.0,DIESEL,5,140.0
TATA MOTORS,INDIGO GLX,1.4L MPFI PETROL,1396.0,85.0,160.0,15.0,7200.0,PETROL,5,115.0
CADILLAC,ESCALADE ESV,6.2L V8 GASOLINE,6200.0,420.0,205.0,6.9,82295.0,PETROL,7,624.0
TATA MOTORS,NEXON,1.2L TURBO PETROL / 1.5L DIESEL,1199.0,118.0,180.0,10.0,14000.0,PETROL/DIESEL,5,170.0
TATA MOTORS,NEXON EV MAX,PERMANENT MAGNET SYNCHRONOUS,40.5,143.0,140.0,9.0,25000.0,ELECTRIC,5,250.0
TATA MOTORS,HARRIER,2.0L KRYOTEC TURBOCHARGED DIESEL,1956.0,168.0,180.0,11.0,23000.0,DIESEL,5,350.0
TATA MOTORS,SAFARI,2.0L KRYOTEC TURBOCHARGED DIESEL,1956.0,168.0,180.0,11.0,25500.0,DIESEL,7,350.0
TATA MOTORS,PUNCH,1.2L REVOTRON PETROL,1199.0,86.0,160.0,16.0,10500.0,PETROL,5,113.0
TATA MOTORS,HEXA,2.2L VARICOR DIESEL,2179.0,154.0,180.0,12.0,20000.0,DIESEL,7,400.0
TATA MOTORS,ARIA,2.2L DICOR DIESEL,2179.0,138.0,162.0,13.0,19000.0,DIESEL,7,320.0
TATA MOTORS,SUMO GOLD,3.0L CR4 DIESEL,2956.0,85.0,125.0,17.6,15000.0,DIESEL,7,250.0
TATA MOTORS,SUMO GRANDE,2.2L DICOR DIESEL,2179.0,118.0,140.0,15.0,16500.0,DIESEL,7,250.0
TATA MOTORS,NEXON EV PRIME,PERMANENT MAGNET SYNCHRONOUS,30.2,129.0,120.0,9.4,22000.0,ELECTRIC,5,245.0
TATA MOTORS,TIAGO EV,PERMANENT MAGNET SYNCHRONOUS,24.0,74.0,120.0,5.7,11000.0,ELECTRIC,5,114.0
TESLA,MODEL S,DUAL ELECTRIC MOTORS,100.0,670.0,250.0,3.1,88490.0,ELECTRIC,5,967.0
TESLA,MODEL S PLAID,TRI ELECTRIC MOTORS,100.0,1020.0,322.0,2.1,108490.0,ELECTRIC,5,1400.0
TESLA,MODEL 3,SINGLE ELECTRIC MOTOR (RWD),60.0,283.0,225.0,5.8,40240.0,ELECTRIC,5,420.0
TESLA,MODEL 3 PERFORMANCE,DUAL ELECTRIC MOTORS (AWD),82.0,450.0,261.0,3.1,53240.0,ELECTRIC,5,660.0
TESLA,MODEL X,DUAL ELECTRIC MOTORS (AWD),100.0,670.0,250.0,3.8,98490.0,ELECTRIC,7,967.0
TESLA,MODEL X PLAID,TRI ELECTRIC MOTORS,100.0,1020.0,262.0,2.6,113490.0,ELECTRIC,6,1400.0
TESLA,MODEL Y,SINGLE ELECTRIC MOTOR (RWD),75.0,346.0,217.0,5.0,47490.0,ELECTRIC,5,498.0
TESLA,MODEL Y LONG RANGE,DUAL ELECTRIC MOTORS (AWD),82.0,384.0,217.0,4.8,50490.0,ELECTRIC,5,559.0
TESLA,CYBERTRUCK,TRI ELECTRIC MOTORS,200.0,800.0,209.0,2.9,69900.0,ELECTRIC,6,1355.0
TESLA,ROADSTER 2,QUAD ELECTRIC MOTORS,200.0,1288.0,402.0,1.9,200000.0,ELECTRIC,4,10000.0
JEEP,WRANGLER,3.6L V6 PENTASTAR GASOLINE,3600.0,285.0,180.0,6.8,35195.0,PETROL,4,353.0
JEEP,WRANGLER RUBICON,2.0L TURBO I4 GASOLINE,2000.0,270.0,180.0,7.1,42100.0,PETROL,4,400.0
JEEP,GRAND CHEROKEE,3.6L V6 PENTASTAR GASOLINE,3600.0,293.0,209.0,7.0,41530.0,PETROL,5,352.0
JEEP,GRAND CHEROKEE L,3.6L V6 PENTASTAR GASOLINE,3600.0,293.0,209.0,7.2,43530.0,PETROL,7,352.0
JEEP,CHEROKEE,2.4L I4 TIGERSHARK GASOLINE,2400.0,180.0,195.0,8.5,37695.0,PETROL,5,230.0
JEEP,COMPASS,2.0L TURBO GASOLINE,2000.0,200.0,200.0,7.8,31590.0,PETROL,5,320.0
JEEP,RENEGADE,1.3L TURBO I4 GASOLINE,1300.0,177.0,200.0,8.7,28345.0,PETROL,5,285.0
JEEP,GLADIATOR,3.6L V6 PENTASTAR GASOLINE,3600.0,285.0,177.0,8.1,38775.0,PETROL,5,353.0
JEEP,WAGONEER,5.7L V8 GASOLINE WITH ETORQUE,5700.0,392.0,190.0,7.4,63595.0,PETROL,8,548.0
JEEP,GRAND WAGONEER,6.4L V8 GASOLINE,6400.0,471.0,190.0,6.0,91495.0,PETROL,8,617.0
JEEP,GRAND CHEROKEE 4XE,2.0L TURBO PHEV,17.3,375.0,210.0,6.0,59865.0,HYBRID,5,637.0
JEEP,WRANGLER 4XE,2.0L TURBO PHEV,17.3,375.0,180.0,6.4,50695.0,HYBRID,5,637.0
JEEP,COMPASS 4XE,1.3L TURBO PHEV,11.4,240.0,200.0,7.3,46500.0,HYBRID,5,270.0
JEEP,RENEGADE 4XE,1.3L TURBO PHEV,11.4,240.0,200.0,7.5,44500.0,HYBRID,5,270.0
MAZDA,MAZDA2,1.5L 4-CYLINDER,1500.0,108.0,180.0,10.2,17000.0,PETROL,5,142.0
JEEP,WAGONEER S (ELECTRIC),DUAL ELECTRIC MOTORS,100.0,600.0,177.0,4.5,80000.0,ELECTRIC,5,850.0
JEEP,GLADIATOR MOJAVE EDITION,3.6L V6 PENTASTAR GASOLINE,3600.0,285.0,177.0,8.6,51570.0,PETROL,5,353.0
JEEP,GRAND CHEROKEE SUMMIT RESERVE,5.7L V8 GASOLINE,5700.0,357.0,190.0,7.3,66575.0,PETROL,5,529.0
JEEP,JEEP CHEROKEE X EDITION,3.2L V6 PENTASTAR GASOLINE,3200.0,271.0,195.0,7.6,41295.0,PETROL,5,324.0
JEEP,WRANGLER 392,6.4L V8 HEMI GASOLINE,6400.0,470.0,160.0,4.5,82495.0,PETROL,4,637.0
CADILLAC,XT4,2.0L TURBO INLINE-4 GASOLINE,2000.0,235.0,220.0,7.6,37490.0,PETROL,5,350.0
CADILLAC,XT5,3.6L V6 GASOLINE,3600.0,310.0,210.0,6.5,44195.0,PETROL,5,366.0
CADILLAC,XT6,3.6L V6 GASOLINE,3600.0,310.0,210.0,6.9,48595.0,PETROL,7,366.0
CADILLAC,LYRIQ EV,SINGLE ELECTRIC MOTOR,100.0,340.0,190.0,5.7,58590.0,ELECTRIC,5,440.0
CADILLAC,ESCALADE V,6.2L SUPERCHARGED V8 GASOLINE,6200.0,682.0,200.0,4.4,149990.0,PETROL,7,885.0
CADILLAC,ESCALADE PLATINUM,6.2L V8 GASOLINE,6200.0,420.0,210.0,6.8,104595.0,PETROL,7,624.0
CADILLAC,CT5-V BLACKWING,6.2L SUPERCHARGED V8 GASOLINE,6200.0,668.0,320.0,3.4,92000.0,PETROL,5,893.0
CADILLAC,CT4-V BLACKWING,3.6L TWIN-TURBO V6 GASOLINE,3600.0,472.0,290.0,3.9,60495.0,PETROL,5,603.0
CADILLAC,XT4 SPORT,2.0L TURBO INLINE-4 GASOLINE,2000.0,235.0,220.0,7.4,41390.0,PETROL,5,350.0
CADILLAC,XT5 SPORT,3.6L V6 GASOLINE,3600.0,310.0,210.0,6.5,51095.0,PETROL,5,366.0
CADILLAC,XT6 SPORT,3.6L V6 GASOLINE,3600.0,310.0,210.0,6.9,57095.0,PETROL,7,366.0
CADILLAC,LYRIQ LAUNCH EDITION,SINGLE ELECTRIC MOTOR,100.0,340.0,190.0,5.7,59990.0,ELECTRIC,5,440.0
CADILLAC,LYRIQ EV PREMIUM,DUAL ELECTRIC MOTORS,100.0,500.0,210.0,4.5,64990.0,ELECTRIC,5,620.0
CADILLAC,CT5 PREMIUM LUXURY,2.0L TURBO INLINE-4 GASOLINE,2000.0,237.0,240.0,6.8,41290.0,PETROL,5,350.0
CHEVROLET,SPARK,1.4L INLINE-4 GASOLINE,1400.0,98.0,180.0,10.7,14595.0,PETROL,5,127.0
CHEVROLET,SONIC,1.4L TURBO INLINE-4 GASOLINE,1400.0,138.0,190.0,8.5,16720.0,PETROL,5,200.0
CHEVROLET,MALIBU,1.5L TURBO INLINE-4 GASOLINE,1500.0,160.0,210.0,8.0,25000.0,PETROL,5,250.0
CHEVROLET,CAMARO,2.0L TURBO INLINE-4 GASOLINE,2000.0,275.0,240.0,5.4,26400.0,PETROL,4,400.0
CHEVROLET,CORVETTE,6.2L V8 GASOLINE,6200.0,495.0,312.0,3.0,65895.0,PETROL,2,637.0
CHEVROLET,TRAVERSE,3.6L V6 GASOLINE,3600.0,310.0,210.0,7.0,35915.0,PETROL,7,360.0
CHEVROLET,EQUINOX,1.5L TURBO INLINE-4 GASOLINE,1500.0,170.0,200.0,8.9,26600.0,PETROL,5,275.0
CHEVROLET,BLAZER,3.6L V6 GASOLINE,3600.0,308.0,220.0,6.6,44000.0,PETROL,5,366.0
CHEVROLET,TAHOE,5.3L V8 GASOLINE,5300.0,355.0,200.0,7.5,56995.0,PETROL,7,519.0
CHEVROLET,SUBURBAN,5.3L V8 GASOLINE,5300.0,355.0,190.0,7.6,59900.0,PETROL,8,519.0
CHEVROLET,COLORADO,2.7L TURBO INLINE-4 GASOLINE,2700.0,310.0,190.0,6.8,30695.0,PETROL,5,583.0
CHEVROLET,SILVERADO 1500,5.3L V8 GASOLINE,5300.0,355.0,180.0,7.0,42795.0,PETROL,6,519.0
CHEVROLET,SILVERADO 2500HD,6.6L V8 GASOLINE,6600.0,401.0,170.0,8.0,41500.0,PETROL,6,629.0
CHEVROLET,SILVERADO 3500HD,6.6L V8 DIESEL,6600.0,445.0,160.0,8.5,45500.0,DIESEL,6,1234.0
CHEVROLET,BOLT EV,SINGLE ELECTRIC MOTOR,66.0,200.0,150.0,6.5,27495.0,ELECTRIC,5,360.0
CHEVROLET,BOLT EUV,SINGLE ELECTRIC MOTOR,66.0,200.0,150.0,7.0,28795.0,ELECTRIC,5,360.0
CHEVROLET,TRAILBLAZER,1.3L TURBO INLINE-3 GASOLINE,1300.0,155.0,200.0,9.4,23100.0,PETROL,5,236.0
CHEVROLET,MALIBU PREMIER,2.0L TURBO INLINE-4 GASOLINE,2000.0,250.0,240.0,5.8,33500.0,PETROL,5,353.0
CHEVROLET,CAMARO ZL1,6.2L SUPERCHARGED V8 GASOLINE,6200.0,650.0,318.0,3.5,67300.0,PETROL,4,881.0
CHEVROLET,CORVETTE STINGRAY,6.2L V8 GASOLINE,6200.0,495.0,312.0,3.0,65895.0,PETROL,2,637.0
CHEVROLET,SILVERADO 1500 HIGH COUNTRY,5.3L V8 GASOLINE,5300.0,355.0,180.0,7.0,61595.0,PETROL,6,519.0
CHEVROLET,SILVERADO 1500 TRAIL BOSS,5.3L V8 GASOLINE,5300.0,355.0,180.0,7.0,55895.0,PETROL,6,519.0
CHEVROLET,SILVERADO 1500 RST,5.3L V8 GASOLINE,5300.0,355.0,180.0,7.1,50895.0,PETROL,6,519.0
CHEVROLET,COLORADO ZR2,2.8L TURBO DIESEL I4,2800.0,181.0,160.0,9.1,48295.0,DIESEL,5,500.0
CHEVROLET,TRAVERSE PREMIER,3.6L V6 GASOLINE,3600.0,310.0,210.0,7.0,46600.0,PETROL,7,360.0
CHEVROLET,EQUINOX PREMIER,1.5L TURBO INLINE-4 GASOLINE,1500.0,170.0,200.0,8.8,33400.0,PETROL,5,275.0
CHEVROLET,BLAZER RS,3.6L V6 GASOLINE,3600.0,308.0,220.0,6.6,48900.0,PETROL,5,366.0
CHEVROLET,BOLT EV 2LT,SINGLE ELECTRIC MOTOR,66.0,200.0,150.0,6.7,28795.0,ELECTRIC,5,360.0
CHEVROLET,CAMARO SS,6.2L V8 GASOLINE,6200.0,455.0,290.0,4.3,43500.0,PETROL,4,617.0
CHEVROLET,CORVETTE GRAND SPORT,6.2L V8 GASOLINE,6200.0,460.0,290.0,3.9,65900.0,PETROL,2,630.0
CHEVROLET,TRAVERSE RS,3.6L V6 GASOLINE,3600.0,310.0,210.0,7.0,43700.0,PETROL,7,360.0
CHEVROLET,BLAZER PREMIER,3.6L V6 GASOLINE,3600.0,308.0,220.0,6.6,45000.0,PETROL,5,366.0
CHEVROLET,MALIBU LT,1.5L TURBO INLINE-4 GASOLINE,1500.0,160.0,210.0,8.5,25800.0,PETROL,5,250.0
CHEVROLET,SPARK ACTIV,1.4L INLINE-4 GASOLINE,1400.0,98.0,180.0,11.0,17595.0,PETROL,5,127.0
CHEVROLET,TRAX LT,1.2L TURBO INLINE-3 GASOLINE,1200.0,137.0,200.0,9.2,24100.0,PETROL,5,220.0
CHEVROLET,EQUINOX LT,1.5L TURBO INLINE-4 GASOLINE,1500.0,170.0,200.0,8.9,28400.0,PETROL,5,275.0
CHEVROLET,SILVERADO 3500HD HIGH COUNTRY,6.6L V8 DIESEL,6600.0,445.0,160.0,8.5,75700.0,DIESEL,6,1234.0
CHEVROLET,COLORADO WT,2.7L TURBO INLINE-4 GASOLINE,2700.0,310.0,190.0,6.9,29200.0,PETROL,5,583.0
CHEVROLET,SUBURBAN HIGH COUNTRY,6.2L V8 GASOLINE,6200.0,420.0,200.0,7.0,82400.0,PETROL,8,624.0
CHEVROLET,SILVERADO CUSTOM,4.3L V6 GASOLINE,4300.0,285.0,180.0,8.5,33900.0,PETROL,6,413.0
CHEVROLET,SPARK LS,1.4L INLINE-4 GASOLINE,1400.0,98.0,180.0,10.9,14395.0,PETROL,5,127.0
CHEVROLET,TRAVERSE LT,3.6L V6 GASOLINE,3600.0,310.0,210.0,7.1,37200.0,PETROL,7,360.0
CHEVROLET,BLAZER LT,2.5L INLINE-4 GASOLINE,2500.0,193.0,200.0,9.0,36100.0,PETROL,5,255.0
CHEVROLET,MALIBU PREMIER,2.0L TURBO INLINE-4 GASOLINE,2000.0,250.0,240.0,5.8,34500.0,PETROL,5,353.0
CHEVROLET,EQUINOX RS,1.5L TURBO INLINE-4 GASOLINE,1500.0,170.0,200.0,8.8,31900.0,PETROL,5,275.0
CHEVROLET,SILVERADO 1500 CUSTOM,4.3L V6 GASOLINE,4300.0,285.0,180.0,8.6,34900.0,PETROL,6,413.0
CHEVROLET,SILVERADO 2500HD LTZ,6.6L V8 DIESEL,6600.0,445.0,160.0,8.4,56400.0,DIESEL,6,1234.0
CHEVROLET,TAHOE RST,5.3L V8 GASOLINE,5300.0,355.0,180.0,7.4,64100.0,PETROL,7,519.0
CHEVROLET,SUBURBAN LT,5.3L V8 GASOLINE,5300.0,355.0,180.0,5.1,64400.0,PETROL,8,519.0
CHEVROLET,BOLT EV PREMIER,SINGLE ELECTRIC MOTOR,66.0,200.0,150.0,6.5,31700.0,ELECTRIC,5,360.0
CHEVROLET,TAHOE LS,5.3L V8 GASOLINE,5300.0,355.0,180.0,7.5,56995.0,PETROL,8,519.0
CHEVROLET,TAHOE LT,5.3L V8 GASOLINE,5300.0,355.0,180.0,7.4,62495.0,PETROL,8,519.0
CHEVROLET,TAHOE RST,5.3L V8 GASOLINE,5300.0,355.0,180.0,7.4,64100.0,PETROL,7,519.0
CHEVROLET,TAHOE Z71,5.3L V8 GASOLINE,5300.0,355.0,180.0,7.6,66700.0,PETROL,7,519.0
CHEVROLET,TAHOE PREMIER,6.2L V8 GASOLINE,6200.0,420.0,200.0,6.8,71600.0,PETROL,7,624.0
CHEVROLET,TAHOE HIGH COUNTRY,6.2L V8 GASOLINE,6200.0,420.0,200.0,6.7,76700.0,PETROL,7,624.0
CHEVROLET,TAHOE MIDNIGHT EDITION,5.3L V8 GASOLINE,5300.0,355.0,180.0,7.5,65500.0,PETROL,8,519.0
CHEVROLET,TAHOE SPORT EDITION,6.2L V8 GASOLINE,6200.0,420.0,200.0,6.8,70000.0,PETROL,7,624.0
GMC,TERRAIN,1.5L TURBO 4-CYLINDER,1500.0,175.0,190.0,9.5,29900.0,PETROL,5,275.0
GMC,ACADIA,2.0L TURBO 4-CYLINDER,2000.0,228.0,200.0,7.8,36800.0,PETROL,7,350.0
GMC,YUKON,5.3L V8 GASOLINE,5300.0,355.0,180.0,7.4,57400.0,PETROL,8,519.0
GMC,YUKON XL,6.2L V8 GASOLINE,6200.0,420.0,200.0,6.9,61100.0,PETROL,8,624.0
GMC,CANYON,2.7L TURBO 4-CYLINDER,2700.0,310.0,190.0,7.6,36900.0,PETROL,5,583.0
GMC,SIERRA 1500,5.3L V8 GASOLINE,5300.0,355.0,180.0,7.3,37100.0,PETROL,6,519.0
GMC,SIERRA 2500HD,6.6L V8 DIESEL,6600.0,401.0,175.0,7.5,43900.0,DIESEL,6,629.0
GMC,SIERRA 3500HD,6.6L V8 DIESEL,6600.0,445.0,175.0,7.4,49000.0,DIESEL,6,1234.0
GMC,HUMMER EV PICKUP,DUAL-MOTOR ELECTRIC,212.0,625.0,170.0,3.0,108700.0,ELECTRIC,5,1000.0
GMC,HUMMER EV SUV,DUAL-MOTOR ELECTRIC,212.0,625.0,170.0,3.5,105600.0,ELECTRIC,5,1000.0
GMC,YUKON DENALI,6.2L V8 GASOLINE,6200.0,420.0,200.0,6.8,72800.0,PETROL,8,624.0
GMC,SIERRA DENALI,6.2L V8 GASOLINE,6200.0,420.0,190.0,6.7,66800.0,PETROL,6,624.0
GMC,TERRAIN AT4,1.5L TURBO 4-CYLINDER,1500.0,175.0,190.0,9.6,36500.0,PETROL,5,275.0
GMC,ACADIA AT4,3.6L V6 GASOLINE,3600.0,310.0,210.0,7.6,41400.0,PETROL,6,366.0
GMC,SIERRA 1500 AT4,5.3L V8 GASOLINE,5300.0,355.0,180.0,7.4,53800.0,PETROL,6,519.0
GMC,SIERRA 2500HD DENALI,6.6L V8 DIESEL,6600.0,401.0,175.0,7.5,72200.0,DIESEL,6,1234.0
GMC,SIERRA ELEVATION,2.7L TURBO 4-CYLINDER,2700.0,310.0,190.0,7.6,45000.0,PETROL,5,583.0
GMC,CANYON AT4,2.7L TURBO 4-CYLINDER,2700.0,310.0,190.0,7.5,43900.0,PETROL,5,583.0
GMC,CANYON DENALI,2.7L TURBO 4-CYLINDER,2700.0,310.0,190.0,7.5,48000.0,PETROL,5,583.0
GMC,YUKON XL DENALI ULTIMATE,6.2L V8 GASOLINE,6200.0,420.0,200.0,6.7,93800.0,PETROL,8,624.0
GMC,TERRAIN DENALI,1.5L TURBO 4-CYLINDER,1500.0,175.0,190.0,9.5,38600.0,PETROL,5,275.0
GMC,ACADIA DENALI,3.6L V6 ENGINE,3564.0,310.0,210.0,6.5,54300.0,PETROL,7,366.0
GMC,YUKON AT4,5.3L V8 ENGINE,5327.0,355.0,210.0,7.1,71505.0,PETROL,8,519.0
GMC,YUKON XL AT4,5.3L V8 ENGINE,5327.0,355.0,210.0,7.3,73305.0,PETROL,8,519.0
GMC,SIERRA 1500 ELEVATION,2.7L TURBO ENGINE,2713.0,310.0,180.0,7.0,52000.0,PETROL,5,569.0
GMC,SIERRA 1500 SLT,5.3L V8 ENGINE,5327.0,355.0,180.0,6.8,56000.0,PETROL,5,519.0
GMC,SIERRA 2500HD AT4,6.6L V8 ENGINE,6600.0,401.0,170.0,7.5,70000.0,PETROL,5,629.0
GMC,SIERRA 3500HD AT4,6.6L V8 ENGINE,6600.0,401.0,170.0,7.7,72000.0,PETROL,5,629.0
GMC,CANYON ELEVATION,2.5L I4 ENGINE,2488.0,200.0,175.0,8.5,36300.0,PETROL,5,259.0
GMC,CANYON DENALI BLACK EDITION,3.6L V6 ENGINE,3564.0,308.0,180.0,6.9,44000.0,PETROL,5,373.0
GMC,SIERRA 1500 DENALI ULTIMATE,6.2L V8 ENGINE,6162.0,420.0,200.0,5.8,80000.0,PETROL,5,624.0
